english_source,swedish_opus,swedish_human,swedish_gpt,error_tags,gpt_acceptable,context
They--they'll warm up to you.You're different.,De värmer upp dig. Du är annorlunda.,De... de kommer vänja sig så småningom. Du är annorlunda.,De… de kommer att tina upp mot dig. Du är annorlunda.,"[""ID"", ""LF"", ""BET""]",False,"[""Oh,look,I'm stuffing my shirt."", ""Okay,I know my friends weren't the warmest last night."", ""I should have worn a parka."", ""They were just being protective."", ""From what?"", ""Me?"", ""You have to admit,our history has been a little bit checkered."", ""I'm not solely responsible for the checkering,okay?"", ""You tell 'em any of the good stuff?"", ""Yes.They just happen to remember the other stuff.""]"
I am not uptight,Jag är inte spänd.,Jag är inte stel.,Jag är inte spänd.,"[""SEM""]",False,"[""You have to admit,our history has been a little bit checkered."", ""I'm not solely responsible for the checkering,okay?"", ""You tell 'em any of the good stuff?"", ""Yes.They just happen to remember the other stuff."", ""They--they'll warm up to you.You're different."", ""They're more."", ""bohemian."", ""Come on,admit it.They just think I'm boring."", ""No,they just think you're."", ""uptight.""]"
Let's get him home.,Låt oss få hem honom.,Vi följer honom hem.,Låt oss ta hem honom.,"[""DIR"", ""BET""]",False,"[""It's the parasite, it's moving."", ""Maybe it knows we're going after it."", ""I don't think so."", ""I think it instinctually wants to get away from the radiation source, and we've just shown it the way out."", ""Ronon, we're going to need that gun of yours in about 10 seconds."", ""You could have stepped on it."", ""She told me to shoot it."", ""It's clear."", ""You did a good job."", ""You, too.""]"
Why don't you go get some sleep?,Gå och lägg dig.,Ska inte du gå och försöka sova lite?,Varför går du inte och sover lite?,"[""SAK"", ""SEM""]",False,"[""Maybe it knows we're going after it."", ""I don't think so."", ""I think it instinctually wants to get away from the radiation source, and we've just shown it the way out."", ""Ronon, we're going to need that gun of yours in about 10 seconds."", ""You could have stepped on it."", ""She told me to shoot it."", ""It's clear."", ""You did a good job."", ""You, too."", ""Let's get him home.""]"
There was so much to spare.,Det fanns så mycket att spara.,Det fanns så mycket till övers,Det fanns så mycket över.,"[""SEM""]",False,"[""Let's get him home."", ""Why don't you go get some sleep?"", ""I'm gonna be here all night."", ""It's okay."", ""I'd like to be here when he wakes up."", ""Well, it could be a while."", ""He does love to sleep, our Rodney."", ""You should've seen him when he was a teenager."", ""Who can sleep with all the talking?"", ""You still all there?""]"
Peckish.,Taskigt.,Sugen.,Lite småhungrig.,"[""LF"", ""BET""]",True,"[""Hi."", ""Hi."", ""You still all there?"", ""Well, there was so much to spare."", ""(McKAY sighing)"", ""Thank you."", ""You're welcome."", ""That was scary."", ""For me, too."", ""You hungry?""]"
Loved you for some time now.,Jag älskade dig ett tag nu.,Älskat dig ett tag nu,Älskat dig ett tag nu.,"[""ADD"", ""GR"", ""SEM""]",True,"[""Thank you."", ""You're welcome."", ""That was scary."", ""For me too."", ""Are you hungry?"", ""Peckish."", ""I'll go order you something."", ""Jennifer, there's something I wanted to... while I remember, while I still can, there's something I wanted to say before, uh... go ahead."", ""I, uh..."", ""I love you.""]"
Just wanted to wish you happy birthday.,Jag ville bara önska dig lycka till på födelsedagen.,Jag vill bara önska dig grattis på födelsedagen,Ville bara önska dig grattis på födelsedagen.,"[""ADD"", ""BET"", ""SEM""]",True,"[""If you wanna be sweet, get someone to fix that drip under the kitchen sink."", ""It's gotten worse, and the plumber's on vacation."", ""How old are you, Norah?"", ""- Forty-six."", ""- Well, that's good."", ""Because I'd only do a favor like that for someone turning 46."", ""Thanks."", ""It was good of you to call."", ""Bye."", ""Hey, Mom.""]"
"Great show last night, man.",Bra show i går kväll.,"Fantastisk show igår kväll, mannen","Grym show igår kväll, mannen.","[""SAK"", ""SEM""]",True,"[""Hey, Mom."", ""Just wanted to wish you happy birthday."", ""I love you."", ""Bye."", ""Happy birthday."", ""I love you so much, and I count the days until we marry."", ""David."", ""David?"", ""David?"", ""- To Carrie?""]"
Backstage.,Bakom scenen.,Backstage,Backstage.,"[""SEM""]",True,"[""Bye."", ""Happy birthday."", ""I love you so much, and I count the days until we marry."", ""David."", ""David?"", ""David?"", ""- To Carrie?"", ""- Great show last night, man."", ""- You were terrific."", ""- Thanks.""]"
Otherwise it's nag nag nag.,Annars är det nag nag nag.,Annars blir det tjat tjat tjat,"Annars är det tjat, tjat, tjat.","[""SAK"", ""BET""]",False,"[""And then I'll race home just in time to tuck you in."", ""Don't you worry, babe."", ""Oh, I miss you."", ""Okay."", ""Tweet."", ""Bye."", ""What, do you tell her every detail of your day, Drama?"", ""Yup."", ""Jaqueline's the real jealous type."", ""So I got to make sure all my time is accounted for,""]"
I'm not calling about Vince.,Jag ringer inte om Vince.,Jag ringer inte gällande Vince,Jag ringer inte om Vince.,"[""SEM""]",False,"[""So, Justine, you have any other spare friends lying around for me?"", ""E's on the phone."", ""why?"", ""I don't know, but he sounds enthusiastic."", ""- What?"", ""- Jesus, be less friendly."", ""If you have business to discuss, start talking."", ""I want to talk to you about that script I found."", ""- What did I tell you this morning?"", ""- Relax.""]"
Nuts!,Nötter!,Galet!,Tokigt!,"[""SL"", ""DIR"", ""BET""]",False,"[""Wake up"", ""Bonnie"", ""How are they?"", ""Miss Watt please hold her"", ""Sit down Sit down"", ""Barbie"", ""Don't cry!"", ""I hold myself responsible for this"", ""Let me come with you"", ""Damn you!""]"
He's a degenerate gambler.,Han är en degenererad spelare.,Han är en nedgången speltorsk,Han är en degenererad spelare.,"[""LF"", ""BET"", ""PR""]",False,"[""I don't think it's like that."", ""I just keep picturing Juanita at 22 years old."", ""We shared a room."", ""Talked in the dark..."", ""I know we wanted the same things."", ""When I was 22, whenever I was really low on money,"", ""I would call my father and let him know that I was going to Havana."", ""And he would, without fail, send $25 in cash in the mail."", ""He wanted you to have a good time."", ""No.""]"
She's in a hell of a state.,Hon är i ett helvetes tillstånd,Hon är i ett jäkla tillstånd,Hon är i ett jäkla tillstånd.,"[""DIR"", ""SEM""]",True,"[""How dare he."", ""What're you going to do about it?"", ""What can I do?"", ""I'm so sorry, Hugh."", ""- Where's Lydia?"", ""- She's at home."", ""You'll have to go."", ""Oh, Lydia asked me to tell you she has decided to do the right thing."", ""What did she mean?"", ""I have no idea.""]"
"To the hospital, to see Lucky's father.","Till sjukhuset, för att träffa Luckys far.","Till sjukhuset, för att besöka Luckys far.","Till sjukhuset, för att träffa Luckys far.","[""SEM""]",False,"[""The entire state gets the blame for his bad deeds."", ""Yes."", ""Chhotu, let's go to the tube well."", ""It's very sad, friend."", ""- What is?"", ""Uncle's in the hospital, counting his last breaths."", ""He remembers just two people in that state."", ""Lucky and Happy."", ""Happy and Lucky."", ""Where are these blokes going after closing down their shops?""]"
"Back there, the 'missing luggage' counter itself was missing!","Där borta saknades själva disken med ""felande bagage""!","Där borta var ""saknat bagage""-disken själv saknad",Där borta var själva ”borttappat bagage”-disken borta!,"[""SEM""]",False,"[""Friend?"", ""!"", ""Looks more like your friend's father!"", ""Old lady, watch your tongue!"", ""Whom did you call an old lady?"", ""!"", ""Where were you all night?"", ""Poor fellow was so worried!"", ""Did you settle base at the airport?"", ""This is a classic case of thief accusing the cop!""]"
I... manage.,Jag klarar mig.,Jag... löser,Jag… klarar mig.,"[""SEM""]",False,"[""Looks more like your friend's father!"", ""Old lady, watch your tongue!"", ""Whom did you call an old lady?"", ""!"", ""Where were you all night?"", ""Poor fellow was so worried!"", ""Did you settle base at the airport?"", ""This is a classic case of thief accusing the cop!"", ""Back there, the 'missing luggage' counter itself was missing!"", ""On top of that, I'd have to explain it to them in English!""]"
Manage.,Lycka till.,Löser,Klarar mig.,"[""LF"", ""BET""]",False,"[""Either hire a barista or a worker, it's not like it's only one or two days."", ""There are two people missing."", ""It's impossible with just us."", ""Um, sir."", ""Can't you just let it go?"", ""It's wrong that she did that, but she has nowhere else to go."", ""Eun Sae said she's been taking pills for indigestion, and she has to take pills to sleep."", ""This is the worst things have ever been."", ""I'm going to go crazy."", ""I'm leaving.""]"
To hell with your manage.,Åt helvete med ditt grepp,"Åt helvete med ditt ""löser""",Till helvete med ditt klarar mig.,"[""LF"", ""BET""]",False,"[""Whom did you call an old lady?"", ""!"", ""Where were you all night?"", ""Poor fellow was so worried!"", ""Did you settle base at the airport?"", ""This is a classic case of thief accusing the cop!"", ""Back there, the 'missing luggage' counter itself was missing!"", ""On top of that, I'd have to explain it to them in English!"", ""I... manage."", ""- Manage.""]"
She just makes a mountain that's all.,Hon gör bara ett berg det är allt.,"Hon bara gör en höna, det är allt","Hon bara gör en höna av en fjäder, det är allt.","[""ID"", ""DIR"", ""BET""]",False,"[""Back there, the 'missing luggage' counter itself was missing!"", ""On top of that, I'd have to explain it to them in English!"", ""I... manage."", ""- Manage."", ""To hell with your manage."", ""Had you really gone to the airport or someplace else?"", ""No, he..."", ""- She's very suspicious."", ""No, she's not."", ""She's very good at heart.""]"
You take rest.,Ta det lugnt.,Ta och vila,Du ska vila dig.,"[""SEM""]",False,"[""I... manage."", ""- Manage."", ""To hell with your manage."", ""Had you really gone to the airport or someplace else?"", ""No, he..."", ""- She's very suspicious."", ""No, she's not."", ""She's very good at heart."", ""She just makes a mountain that's all."", ""Happy!""]"
"I didn't sleep last night, didn't eat and now you ask me to come along with you!","Jag sov inte i natt, jag åt inte och nu ber du mig följa med dig!","Jag sov ingenting i natt, åt ingenting, och nu ber du mig att följa med dig!","Jag sov inte i natt, åt inte och nu ber du mig följa med dig!","[""PR""]",False,"[""- You take rest."", ""- Yes?"", ""Dear, this is a yacht."", ""You have to decorate it with flowers."", ""- Ok."", ""I've written the address behind."", ""Okay?"", ""- Okay."", ""Come, Mr. Rangeela."", ""- Get lost!""]"
Our trains are better than their flights!,Våra tåg är bättre än deras flygningar!,Våra tåg är bättre än deras flyg!,Våra tåg är bättre än deras flyg!,"[""GR"", ""SEM""]",True,"[""Dear, this is a yacht."", ""You have to decorate it with flowers."", ""- Ok."", ""I've written the address behind."", ""Okay?"", ""- Okay."", ""Come, Mr. Rangeela."", ""- Get lost!"", ""I didn't sleep last night, didn't eat and now you ask me to come along with you!"", ""We've to go to the airport again in 2 hours.""]"
"At least, it's mentioned that the passengers solely are responsible for their luggage.",Det nämns åtminstone att passagerarna är ensamma ansvariga för sitt bagage.,Det nämns åtminstone att passagerarna själva är ansvariga för sitt bagage,Åtminstone står det nämnt att passagerarna själva är ansvariga för sitt bagage.,"[""SEM""]",True,"[""You have to decorate it with flowers."", ""- Ok."", ""I've written the address behind."", ""Okay?"", ""- Okay."", ""Come, Mr. Rangeela."", ""- Get lost!"", ""I didn't sleep last night, didn't eat and now you ask me to come along with you!"", ""We've to go to the airport again in 2 hours."", ""Our trains are better than their flights!""]"
Better safe than sorry.,Det är bättre att vara säker än ledsen.,Bättre att ta det säkra före det osäkra,Bättre att vara på den säkra sidan.,"[""ID"", ""ADD"", ""SEM""]",True,"[""Not there in your safe deposit."", ""Over here!"", ""Not there!"", ""Mika, what's that in your sleeve?"", ""The other sleeve as well."", ""- You give your gun."", ""From the waistband as well."", ""Remove everything!"", ""Give here."", ""He has a good collection of guns!""]"
You've decked up the table.,Du har däckat bordet.,Du har fixat till bordet,Du har dukat upp bordet.,"[""LF"", ""BET""]",True,"[""Sonia!"", ""Puneet!"", ""Puneet!"", ""Sonia!"", ""Hey!"", ""Cover the artillery!"", ""Hurry up!"", ""Fast!"", ""Fast!"", ""That's it.""]"
The diamond studded in your turban looks magnificent!,Diamanten dunkade i din turban ser magnifik ut!,Diamanten som sitter i din turban ser magnifik ut!,Diamanten i din turban ser magnifik ut!,"[""LF"", ""BET""]",True,"[""- Thank you!"", ""Thank you so much."", ""The pleasure is mine, dear."", ""Really!"", ""So many people..."", ""I mean, I was really surprised."", ""There's something here..."", ""- Flowers!"", ""You forgot to mention thorns!"", ""Wow!""]"
Escaped.,Flytt.,Flydde,Rymde.,"[""GR""]",True,"[""What's going on?"", ""You have a lot of questions, Claire."", ""As adoptive parents, there's only so many we can answer."", ""Mom?"", ""She's here to make sure you all stay safe."", ""You're in good hands."", ""Sylar."", ""What are you doing here?"", ""(SNARLING) Where is he?"", ""Where did they go?""]"
"Well, it's doable.",Det går att göra.,"Tja, det är görbart","Nå, det går att göra.","[""PR""]",False,"[""I've been thinking about something else."", ""- I want to buy the Salmon."", ""- The what?"", ""Black Salmon Studios."", ""Is that wise?"", ""You always tell me studios don't make money."", ""Yeah, I know."", ""As well as recording facilities, the Salmon's also got rehearsal rooms."", ""So you're always got money coming in."", ""Do you have that kind of money?""]"
