english_source,swedish_opus,swedish_human,swedish_gpt,error_tags,gpt_comparison,gpt_error_tags,explanation,problem_description,gpt_comparison_comment,reviewer_suggestion,legacy_tags,context_5,context_10
He's a degenerate gambler.,Han är en degenererad spelare.,Han är en nedgången speltorsk,Han är en degenererad spelare.,['LF' 'BET' 'PR'],LLM WORSE,['LF' 'BET' 'PR'],"Syftar till att negativt påpeka att någon är spelberoende och gått ner sig, alltså raserat sitt liv på grund av spelmissbruk",Kräver anpassning efter innebörd och omformulering efter svensk språkkänsla,(O) - LLM fel innebörd.,,"Ordval, semantiskt, betydelseförlust","['When I was 22, whenever I was really low on money,'
 'I would call my father and let him know that I was going to Havana.'
 'And he would, without fail, send $25 in cash in the mail.'
 'He wanted you to have a good time.' 'No.']","[""I don't think it's like that.""
 'I just keep picturing Juanita at 22 years old.' 'We shared a room.'
 'Talked in the dark...' 'I know we wanted the same things.'
 'When I was 22, whenever I was really low on money,'
 'I would call my father and let him know that I was going to Havana.'
 'And he would, without fail, send $25 in cash in the mail.'
 'He wanted you to have a good time.' 'No.']"
She's in a hell of a state.,Hon är i ett helvetes tillstånd,Hon är i ett jäkla tillstånd,Hon är i ett jäkla tillstånd.,['DIR' 'SEM'],LLM OK,[],Syftar till att kommentera på att personen man pratar om verkade vara i en starkt negativ sinnesstämning av något slag,Kräver anpassning efter svensk språknorm och språkkänsla,,,Semantiskt,"[""- She's at home."" ""You'll have to go.""
 'Oh, Lydia asked me to tell you she has decided to do the right thing.'
 'What did she mean?' 'I have no idea.']","['How dare he.' ""What're you going to do about it?"" 'What can I do?'
 ""I'm so sorry, Hugh."" ""- Where's Lydia?"" ""- She's at home.""
 ""You'll have to go.""
 'Oh, Lydia asked me to tell you she has decided to do the right thing.'
 'What did she mean?' 'I have no idea.']"
"To the hospital, to see Lucky's father.","Till sjukhuset, för att träffa Luckys far.","Till sjukhuset, för att besöka Luckys far.","Till sjukhuset, för att träffa Luckys far.",['SEM'],LLM WORSE,['SEM'],Syftar till att kommunicera att man ska till sjukhuset för att besöka Luckys far,"""See"" kan vara att träffa eller besöka, men ligger någon på sjukhuset så brukar man säga att man besöker personen","(O) - Håller med om att ""träffa"" låter lite udda i den givna kontexten.",,Semantiskt,"[""Uncle's in the hospital, counting his last breaths.""
 'He remembers just two people in that state.' 'Lucky and Happy.'
 'Happy and Lucky.'
 'Where are these blokes going after closing down their shops?']","['The entire state gets the blame for his bad deeds.' 'Yes.'
 ""Chhotu, let's go to the tube well."" ""It's very sad, friend.""
 '- What is?' ""Uncle's in the hospital, counting his last breaths.""
 'He remembers just two people in that state.' 'Lucky and Happy.'
 'Happy and Lucky.'
 'Where are these blokes going after closing down their shops?']"
"Back there, the 'missing luggage' counter itself was missing!","Där borta saknades själva disken med ""felande bagage""!","Där borta var ""saknat bagage""-disken själv saknad",Där borta var själva ”borttappat bagage”-disken borta!,['SEM'],LLM WORSE,['SEM' 'PR'],Syftar till att påpeka ironin med att disken på flygplatsen som hanterar saknat bagage inte finns där,Kräver anpassning och omformulering av fras utifrån ordens funktion i förhållande till varandra samt anpassning efter språkkänsla,(O) - Tycker LLM flyter på bättre.,,"Semantiskt, ordval, betydelseförlust","['!' 'Where were you all night?' 'Poor fellow was so worried!'
 'Did you settle base at the airport?'
 'This is a classic case of thief accusing the cop!']","['Friend?' '!' ""Looks more like your friend's father!""
 'Old lady, watch your tongue!' 'Whom did you call an old lady?' '!'
 'Where were you all night?' 'Poor fellow was so worried!'
 'Did you settle base at the airport?'
 'This is a classic case of thief accusing the cop!']"
I... manage.,Jag klarar mig.,Jag... löser,Jag… klarar mig.,['SEM'],LLM WORSE,['SEM'],Syftar till att säga att man klarar av att lösa problemet,Kräver anpassning efter kontext,(O) - LLM fel innebörd.,,Semantiskt,"['Poor fellow was so worried!' 'Did you settle base at the airport?'
 'This is a classic case of thief accusing the cop!'
 ""Back there, the 'missing luggage' counter itself was missing!""
 ""On top of that, I'd have to explain it to them in English!""]","[""Looks more like your friend's father!"" 'Old lady, watch your tongue!'
 'Whom did you call an old lady?' '!' 'Where were you all night?'
 'Poor fellow was so worried!' 'Did you settle base at the airport?'
 'This is a classic case of thief accusing the cop!'
 ""Back there, the 'missing luggage' counter itself was missing!""
 ""On top of that, I'd have to explain it to them in English!""]"
Manage.,Lycka till.,Löser,Klarar mig.,['LF' 'BET'],LLM WORSE,['SEM'],"Syftar till att ironiskt kommentera sitt missnöja genom att upprepa ordet ""löser""",Kräver anpssning efter kontext,(O) - LLM fel innebörd.,,"Semantiskt, ordval, betydelseförlust","[""It's wrong that she did that, but she has nowhere else to go.""
 ""Eun Sae said she's been taking pills for indigestion, and she has to take pills to sleep.""
 'This is the worst things have ever been.' ""I'm going to go crazy.""
 ""I'm leaving.""]","[""Either hire a barista or a worker, it's not like it's only one or two days.""
 'There are two people missing.' ""It's impossible with just us.""
 'Um, sir.' ""Can't you just let it go?""
 ""It's wrong that she did that, but she has nowhere else to go.""
 ""Eun Sae said she's been taking pills for indigestion, and she has to take pills to sleep.""
 'This is the worst things have ever been.' ""I'm going to go crazy.""
 ""I'm leaving.""]"
To hell with your manage.,Åt helvete med ditt grepp,"Åt helvete med ditt ""löser""",Till helvete med ditt klarar mig.,['LF' 'BET'],LLM WORSE,['SEM'],Syftar till att uttrycka missnöje med att personen alltid säger att den ska lösa saker,Kräver anpassning efter kontext,"Lägg in alla tre i LLM för att testa översättning.

(O) - LLM fel innebörd.",,"Semantiskt, ordval, betydelseförlust","['This is a classic case of thief accusing the cop!'
 ""Back there, the 'missing luggage' counter itself was missing!""
 ""On top of that, I'd have to explain it to them in English!""
 'I... manage.' '- Manage.']","['Whom did you call an old lady?' '!' 'Where were you all night?'
 'Poor fellow was so worried!' 'Did you settle base at the airport?'
 'This is a classic case of thief accusing the cop!'
 ""Back there, the 'missing luggage' counter itself was missing!""
 ""On top of that, I'd have to explain it to them in English!""
 'I... manage.' '- Manage.']"
She just makes a mountain that's all.,Hon gör bara ett berg det är allt.,"Hon bara gör en höna, det är allt","Hon bara gör en höna av en fjäder, det är allt.",['ID' 'DIR' 'BET'],LLM WORSE,['ID' 'ADD' 'SEM'],Syftar till att påpeka att hon skapar ett stort problem av något litet. (idiomatiskt),"Frasen använder sig av en del av uttrycket ""make a mountain out of a molehill"" som är svårt att översätta och behöver ersättas av ett motsvarigt uttryck",(O) - LLM funkar men väljer att inte utelämna sista delen av uttrycket likt den ursprungliga frasen.,,"Idiomatiskt, betydelseförlust","['Had you really gone to the airport or someplace else?' 'No, he...'
 ""- She's very suspicious."" ""No, she's not."" ""She's very good at heart.""]","[""Back there, the 'missing luggage' counter itself was missing!""
 ""On top of that, I'd have to explain it to them in English!""
 'I... manage.' '- Manage.' 'To hell with your manage.'
 'Had you really gone to the airport or someplace else?' 'No, he...'
 ""- She's very suspicious."" ""No, she's not."" ""She's very good at heart.""]"
You take rest.,Ta det lugnt.,Ta och vila,Du ska vila dig.,['SEM'],LLM WORSE,['SEM'],Syftar till att säga åt någon att gå och vila,Kräver anpassning efter mer ordagrann översättning och svensk språknorm,(O) - LLM funkar men osäker på om den bestämda tonen är lämplig i kontexten.,,Semantiskt,"[""- She's very suspicious."" ""No, she's not."" ""She's very good at heart.""
 ""She just makes a mountain that's all."" 'Happy!']","['I... manage.' '- Manage.' 'To hell with your manage.'
 'Had you really gone to the airport or someplace else?' 'No, he...'
 ""- She's very suspicious."" ""No, she's not."" ""She's very good at heart.""
 ""She just makes a mountain that's all."" 'Happy!']"
"I didn't sleep last night, didn't eat and now you ask me to come along with you!","Jag sov inte i natt, jag åt inte och nu ber du mig följa med dig!","Jag sov ingenting i natt, åt ingenting, och nu ber du mig att följa med dig!","Jag sov inte i natt, åt inte och nu ber du mig följa med dig!",['PR'],LLM WORSE,['DIR' 'SEM'],Syftar till att beklaga sig över att varken ha sovit eller ätit och nu bli ombedd till att följa med,Kräver anpassning efter svensk språknorm och språkkänsla,(O) - LLM funkar men AÖ tydligare.,,Ordval,"[""I've written the address behind."" 'Okay?' '- Okay.'
 'Come, Mr. Rangeela.' '- Get lost!']","['- You take rest.' '- Yes?' 'Dear, this is a yacht.'
 'You have to decorate it with flowers.' '- Ok.'
 ""I've written the address behind."" 'Okay?' '- Okay.'
 'Come, Mr. Rangeela.' '- Get lost!']"
Our trains are better than their flights!,Våra tåg är bättre än deras flygningar!,Våra tåg är bättre än deras flyg!,Våra tåg är bättre än deras flyg!,['GR' 'SEM'],LLM OK,[],Syftar till att påpeka att ens lands tåg är bättre än lokala flyg,"""Flight"" = ""flyg""",,,Ordval,"['- Okay.' 'Come, Mr. Rangeela.' '- Get lost!'
 ""I didn't sleep last night, didn't eat and now you ask me to come along with you!""
 ""We've to go to the airport again in 2 hours.""]","['Dear, this is a yacht.' 'You have to decorate it with flowers.' '- Ok.'
 ""I've written the address behind."" 'Okay?' '- Okay.'
 'Come, Mr. Rangeela.' '- Get lost!'
 ""I didn't sleep last night, didn't eat and now you ask me to come along with you!""
 ""We've to go to the airport again in 2 hours.""]"
"At least, it's mentioned that the passengers solely are responsible for their luggage.",Det nämns åtminstone att passagerarna är ensamma ansvariga för sitt bagage.,Det nämns åtminstone att passagerarna själva är ansvariga för sitt bagage,Åtminstone står det nämnt att passagerarna själva är ansvariga för sitt bagage.,['SEM'],LLM OK,[],Syftar till att det faktiskt står att man som resenär själv ansvarar för sitt bagage,Kräver anpassning efter svensk språknorm och språkkänsla,(O) - LLM funkar lika bra.,,Ordval,"['Come, Mr. Rangeela.' '- Get lost!'
 ""I didn't sleep last night, didn't eat and now you ask me to come along with you!""
 ""We've to go to the airport again in 2 hours.""
 'Our trains are better than their flights!']","['You have to decorate it with flowers.' '- Ok.'
 ""I've written the address behind."" 'Okay?' '- Okay.'
 'Come, Mr. Rangeela.' '- Get lost!'
 ""I didn't sleep last night, didn't eat and now you ask me to come along with you!""
 ""We've to go to the airport again in 2 hours.""
 'Our trains are better than their flights!']"
Better safe than sorry.,Det är bättre att vara säker än ledsen.,Bättre att ta det säkra före det osäkra,Bättre att vara på den säkra sidan.,['ID' 'ADD' 'SEM'],LLM OK,[],Syftar idiomatiskt till att man ska hålla sig till det man är bekant med,Idiomatiskt uttryck med svensk motsvarighet som kräver tillämpning,(O) - LLM funkar lika bra.,,Idiomatiskt,"['- You give your gun.' 'From the waistband as well.' 'Remove everything!'
 'Give here.' 'He has a good collection of guns!']","['Not there in your safe deposit.' 'Over here!' 'Not there!'
 ""Mika, what's that in your sleeve?"" 'The other sleeve as well.'
 '- You give your gun.' 'From the waistband as well.' 'Remove everything!'
 'Give here.' 'He has a good collection of guns!']"
You've decked up the table.,Du har däckat bordet.,Du har fixat till bordet,Du har dukat upp bordet.,['LF' 'BET'],LLM OK,[],Syftar till att uppmärksamma att personen gjort fint på bordet,"""decked up"" = dekorera upp = ""fixat till""",(O) - LLM funkar lika bra.,,"Semantiskt, betydelseförlust","['Cover the artillery!' 'Hurry up!' 'Fast!' 'Fast!' ""That's it.""]","['Sonia!' 'Puneet!' 'Puneet!' 'Sonia!' 'Hey!' 'Cover the artillery!'
 'Hurry up!' 'Fast!' 'Fast!' ""That's it.""]"
The diamond studded in your turban looks magnificent!,Diamanten dunkade i din turban ser magnifik ut!,Diamanten som sitter i din turban ser magnifik ut!,Diamanten i din turban ser magnifik ut!,['LF' 'BET'],LLM OK,[],Syftar till att kommentera på att det är fint med diamanten som sitter i turbanen,,(O) - LLM funkar lika bra.,,"Semantiskt, betydelseförlust","['I mean, I was really surprised.' ""There's something here...""
 '- Flowers!' 'You forgot to mention thorns!' 'Wow!']","['- Thank you!' 'Thank you so much.' 'The pleasure is mine, dear.'
 'Really!' 'So many people...' 'I mean, I was really surprised.'
 ""There's something here..."" '- Flowers!' 'You forgot to mention thorns!'
 'Wow!']"
Escaped.,Flytt.,Flydde,Rymde.,['GR'],LLM OK,[],Syftar till att personer som brukade vara på en plats har försvunnit genom att fly därifrån,Tempuset är fel om enbart ett ord ska användas,(O) - LLM funkar lika bra i denna kontext.,,Grammatiskt,"[""You're in good hands."" 'Sylar.' 'What are you doing here?'
 '(SNARLING) Where is he?' 'Where did they go?']","[""What's going on?"" 'You have a lot of questions, Claire.'
 ""As adoptive parents, there's only so many we can answer."" 'Mom?'
 ""She's here to make sure you all stay safe."" ""You're in good hands.""
 'Sylar.' 'What are you doing here?' '(SNARLING) Where is he?'
 'Where did they go?']"
"Well, it's doable.",Det går att göra.,"Tja, det är görbart","Nå, det går att göra.",['PR'],LLM WORSE,['PR'],Syftar till att något är mäjligt att göra,Kräver tillämpning av passande svensk uttryck,"(O) - Tycker ""nå"" som interjektion låter lite udda här. ""Tja"" funkar bättre.",,Ordval,"[""You always tell me studios don't make money."" 'Yeah, I know.'
 ""As well as recording facilities, the Salmon's also got rehearsal rooms.""
 ""So you're always got money coming in."" 'Do you have that kind of money?']","[""I've been thinking about something else."" '- I want to buy the Salmon.'
 '- The what?' 'Black Salmon Studios.' 'Is that wise?'
 ""You always tell me studios don't make money."" 'Yeah, I know.'
 ""As well as recording facilities, the Salmon's also got rehearsal rooms.""
 ""So you're always got money coming in."" 'Do you have that kind of money?']"
You'll be the first to know.,Du blir den första att veta.,Du blir den första som får veta,Du blir den första som får veta.,['PR'],LLM OK,[],Syftar till att man kommer berätta det som händer till den personen först och ingen annan,Kräver anpassning efter svensk språknorm och språkkänsla,,,Semantiskt,"[""Of course I told him they're all lies."" ""But I'm still worried.""
 'A healthy girl like you suddenly drawn-out taking pills all the time...'
 'Youcantellme.' ""It's nothing, really.""]","['I know what it is.' ""It's a man problem¤ isn't it?"" 'Listen.'
 ""People are saying that you're seeing a different man every day.""
 'The boss asked me about it.' ""Of course I told him they're all lies.""
 ""But I'm still worried.""
 'A healthy girl like you suddenly drawn-out taking pills all the time...'
 'Youcantellme.' ""It's nothing, really.""]"
